machine,chunk,idx,cluster,step,chosen,families,scores,full_res
evc,chunk_65_69,66,1,7,conv,"[""conv"", ""prox_tv""]","[-11.211309432983398, -11.763961791992188]","[0.0003789893817156553, 0.0005742102512158453]"
evc,chunk_65_69,66,1,8,conv,"[""conv"", ""prox_tv""]","[-11.201802253723145, -11.648165702819824]","[0.0005312023567967117, 0.0005337249021977186]"
evc,chunk_65_69,66,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.210017204284668, -12.613268852233887, -17.09830093383789]","[0.0014451723545789719, 0.0015189636033028364, 0.2735465168952942]"
evc,chunk_65_69,66,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.896641731262207, -12.51309585571289, -17.842260360717773]","[0.000660752528347075, 0.0011125492164865136, 0.28703659772872925]"
evc,chunk_65_69,66,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.992782592773438, -12.765175819396973, -18.280963897705078]","[0.0007922492222860456, 0.0018147790106013417, 0.2563793659210205]"
evc,chunk_65_69,66,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.98470687866211, -12.499239921569824, -18.172515869140625]","[0.000612857926171273, 0.0009063186589628458, 0.24497179687023163]"
evc,chunk_65_69,66,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.941523551940918, -12.65233039855957, -18.703737258911133]","[0.00028395597473718226, 0.001209464855492115, 0.2926431894302368]"
evc,chunk_65_69,66,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.976045608520508, -12.634488105773926, -18.669771194458008]","[0.00022896964219398797, 0.0010506705148145556, 0.25025683641433716]"
evc,chunk_65_69,66,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.135753631591797, -12.724648475646973, -18.754249572753906]","[0.00040323438588529825, 0.0015609965194016695, 0.28504177927970886]"
evc,chunk_65_69,66,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.941792488098145, -13.0885009765625, -19.021961212158203]","[0.0001829734828788787, 0.0009204522357322276, 0.2851155698299408]"
evc,chunk_65_69,66,3,1,dct,"[""dct"", ""had""]","[-11.898911476135254, -12.019037246704102]","[0.0008869387675076723, 0.00041836046148091555]"
evc,chunk_65_69,66,3,2,had,"[""dct"", ""had""]","[-11.371806144714355, -11.366868019104004]","[0.0012952928664162755, 0.0006784364231862128]"
evc,chunk_65_69,66,3,3,had,"[""dct"", ""had""]","[-11.348776817321777, -11.072108268737793]","[0.000515500083565712, 0.00031541186035610735]"
evc,chunk_65_69,66,3,4,had,"[""dct"", ""had""]","[-11.300372123718262, -10.995576858520508]","[0.0007361815660260618, 0.00029336518491618335]"
evc,chunk_65_69,66,3,5,dct,"[""dct"", ""had""]","[-11.050368309020996, -11.906623840332031]","[0.0003372849023435265, 0.001066433498635888]"
evc,chunk_65_69,66,3,6,had,"[""dct"", ""had""]","[-11.501065254211426, -11.259143829345703]","[0.0008012019097805023, 0.00041729581425897777]"
evc,chunk_65_69,66,3,7,dct,"[""dct"", ""had""]","[-11.073613166809082, -11.605121612548828]","[0.00021202028437983245, 0.0002763153752312064]"
evc,chunk_65_69,66,3,8,had,"[""dct"", ""had""]","[-11.426684379577637, -11.306695938110352]","[0.0009477971470914781, 0.00046357905375771224]"
evc,chunk_65_69,66,4,1,huber,"[""tv2"", ""huber""]","[-11.715166091918945, -11.667118072509766]","[0.001197411329485476, 0.0009813439100980759]"
evc,chunk_65_69,66,4,2,huber,"[""tv2"", ""huber""]","[-11.331658363342285, -11.217790603637695]","[0.001956857740879059, 0.000653267779853195]"
evc,chunk_65_69,66,4,3,tv2,"[""tv2"", ""huber""]","[-10.863879203796387, -10.937003135681152]","[0.0020185522735118866, 0.0009506045607849956]"
evc,chunk_65_69,66,4,4,tv2,"[""tv2"", ""huber""]","[-10.744853019714355, -11.514229774475098]","[0.0007159075466915965, 0.001071619102731347]"
evc,chunk_65_69,66,4,5,tv2,"[""tv2"", ""huber""]","[-11.190778732299805, -11.208422660827637]","[0.0016770523507148027, 0.001000934629701078]"
evc,chunk_65_69,66,4,6,tv2,"[""tv2"", ""huber""]","[-11.019533157348633, -11.747672080993652]","[0.0010817231377586722, 0.001663442817516625]"
evc,chunk_65_69,66,4,7,huber,"[""tv2"", ""huber""]","[-11.370987892150879, -11.370823860168457]","[0.0014112795470282435, 0.000998842646367848]"
evc,chunk_65_69,66,4,8,tv2,"[""tv2"", ""huber""]","[-10.66304874420166, -11.390188217163086]","[0.0006310197641141713, 0.0012536024441942573]"
evc,chunk_70_74,70,0,1,phys,"[""phys"", ""robust""]","[-12.817866325378418, -12.895997047424316]","[0.0014469800516963005, 0.04308987781405449]"
evc,chunk_70_74,70,0,2,phys,"[""phys"", ""robust""]","[-13.0035400390625, -13.571297645568848]","[0.0010442085331305861, 0.047154393047094345]"
evc,chunk_70_74,70,0,3,phys,"[""phys"", ""robust""]","[-13.295425415039062, -13.468581199645996]","[0.0009540949831716716, 0.03380142152309418]"
evc,chunk_70_74,70,0,4,robust,"[""phys"", ""robust""]","[-16.4534912109375, -14.977553367614746]","[0.004628447815775871, 0.036859676241874695]"
evc,chunk_70_74,70,0,5,phys,"[""phys"", ""robust""]","[-13.452737808227539, -13.516531944274902]","[0.003278758144006133, 0.049653083086013794]"
evc,chunk_70_74,70,0,6,phys,"[""phys"", ""robust""]","[-14.395586967468262, -15.075127601623535]","[0.0034306806046515703, 0.05422666296362877]"
evc,chunk_70_74,70,0,7,robust,"[""phys"", ""robust""]","[-15.33892822265625, -15.183975219726562]","[0.001872526598162949, 0.034419767558574677]"
evc,chunk_70_74,70,0,8,phys,"[""phys"", ""robust""]","[-13.90952205657959, -14.258049964904785]","[0.00119204877410084, 0.12516404688358307]"
evc,chunk_70_74,70,1,1,conv,"[""conv"", ""prox_tv""]","[-12.76882266998291, -13.332101821899414]","[0.0009151372360065579, 0.002208977472037077]"
evc,chunk_70_74,70,1,2,prox_tv,"[""conv"", ""prox_tv""]","[-14.571645736694336, -14.198588371276855]","[0.002265223301947117, 0.0038813829887658358]"
evc,chunk_70_74,70,1,3,prox_tv,"[""conv"", ""prox_tv""]","[-15.11748218536377, -14.416075706481934]","[0.001771170529536903, 0.0009465261246077716]"
evc,chunk_70_74,70,1,4,conv,"[""conv"", ""prox_tv""]","[-16.514883041381836, -20.53781509399414]","[0.0014845364494249225, 0.07186443358659744]"
evc,chunk_70_74,70,1,5,conv,"[""conv"", ""prox_tv""]","[-14.082797050476074, -14.484463691711426]","[0.001415204955264926, 0.004397564567625523]"
evc,chunk_70_74,70,1,6,conv,"[""conv"", ""prox_tv""]","[-14.813187599182129, -15.880792617797852]","[0.0017584551824256778, 0.004024502821266651]"
evc,chunk_70_74,70,1,7,conv,"[""conv"", ""prox_tv""]","[-14.258553504943848, -14.947196006774902]","[0.0009562299237586558, 0.001627142890356481]"
evc,chunk_70_74,70,1,8,prox_tv,"[""conv"", ""prox_tv""]","[-13.948517799377441, -13.933216094970703]","[0.0012403613654896617, 0.002849102020263672]"
evc,chunk_70_74,70,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.512153625488281, -13.875487327575684, -18.905071258544922]","[0.002750654937699437, 0.002454215893521905, 1.493232250213623]"
evc,chunk_70_74,70,2,2,wavelet,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-15.527047157287598, -15.48311710357666, -22.60120964050293]","[0.0015457189874723554, 0.0016279189148917794, 1.631594181060791]"
evc,chunk_70_74,70,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-18.90880012512207, -19.572452545166016, -27.13591766357422]","[0.0015904313186183572, 0.00937139056622982, 1.6766595840454102]"
evc,chunk_70_74,70,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-18.114471435546875, -19.480327606201172, -26.98958969116211]","[0.00858980230987072, 0.024213731288909912, 1.480905532836914]"
evc,chunk_70_74,70,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-19.136367797851562, -19.20601463317871, -28.635272979736328]","[0.005197874736040831, 0.0030662778299301863, 1.7065925598144531]"
evc,chunk_70_74,70,2,6,wavelet,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-18.151369094848633, -18.09391212463379, -27.85503387451172]","[0.005081948358565569, 0.0055840532295405865, 1.7063199281692505]"
evc,chunk_70_74,70,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-18.909976959228516, -20.206802368164062, -29.8120174407959]","[0.005687614902853966, 0.0038908924907445908, 1.7522639036178589]"
evc,chunk_70_74,70,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-19.846057891845703, -24.051345825195312, -30.80998992919922]","[0.006264396011829376, 0.020609110593795776, 1.6326863765716553]"
evc,chunk_70_74,70,3,1,had,"[""dct"", ""had""]","[-13.679144859313965, -12.933053016662598]","[0.00319421524181962, 0.002038278616964817]"
evc,chunk_70_74,70,3,2,dct,"[""dct"", ""had""]","[-14.38465404510498, -14.796589851379395]","[0.0018803924322128296, 0.007724199444055557]"
evc,chunk_70_74,70,3,3,had,"[""dct"", ""had""]","[-16.194427490234375, -14.954090118408203]","[0.0066433376632630825, 0.0011880163801833987]"
evc,chunk_70_74,70,3,4,dct,"[""dct"", ""had""]","[-14.244099617004395, -14.357378959655762]","[0.0026396848261356354, 0.0020887870341539383]"
evc,chunk_70_74,70,3,5,had,"[""dct"", ""had""]","[-14.449508666992188, -14.22176456451416]","[0.004297934006899595, 0.002131556160748005]"
evc,chunk_70_74,70,3,6,dct,"[""dct"", ""had""]","[-15.405106544494629, -15.722750663757324]","[0.001734039862640202, 0.002378694713115692]"
evc,chunk_70_74,70,3,7,dct,"[""dct"", ""had""]","[-18.968563079833984, -20.6837100982666]","[0.002056966070085764, 0.01988173834979534]"
evc,chunk_70_74,70,3,8,had,"[""dct"", ""had""]","[-17.186166763305664, -16.540447235107422]","[0.0037473137490451336, 0.005327886901795864]"
evc,chunk_70_74,70,4,1,tv2,"[""tv2"", ""huber""]","[-12.246438026428223, -12.676864624023438]","[0.001589008024893701, 0.0019497016910463572]"
evc,chunk_70_74,70,4,2,huber,"[""tv2"", ""huber""]","[-18.131996154785156, -16.865339279174805]","[0.016479410231113434, 0.0024598119780421257]"
evc,chunk_70_74,70,4,3,tv2,"[""tv2"", ""huber""]","[-15.339390754699707, -19.10553550720215]","[0.004084859509021044, 0.014466915279626846]"
evc,chunk_70_74,70,4,4,tv2,"[""tv2"", ""huber""]","[-16.460983276367188, -19.72249984741211]","[0.003643383039161563, 0.022806070744991302]"
evc,chunk_70_74,70,4,5,huber,"[""tv2"", ""huber""]","[-16.1466121673584, -15.542383193969727]","[0.01297845970839262, 0.00303929322399199]"
evc,chunk_70_74,70,4,6,huber,"[""tv2"", ""huber""]","[-16.496204376220703, -16.27165985107422]","[0.009165095165371895, 0.00786877516657114]"
evc,chunk_70_74,70,4,7,huber,"[""tv2"", ""huber""]","[-17.148731231689453, -16.74280548095703]","[0.009007779881358147, 0.007021905388683081]"
evc,chunk_70_74,70,4,8,huber,"[""tv2"", ""huber""]","[-19.784011840820312, -18.995845794677734]","[0.013279082253575325, 0.01029995921999216]"
evc,chunk_70_74,70,5,1,dct,"[""dct"", ""tv2""]","[-12.378288269042969, -12.854287147521973]","[0.0008975089294835925, 0.002424548612907529]"
evc,chunk_70_74,70,5,2,tv2,"[""dct"", ""tv2""]","[-13.364571571350098, -13.0911283493042]","[0.0014199006836861372, 0.0023078150115907192]"
evc,chunk_70_74,70,5,3,tv2,"[""dct"", ""tv2""]","[-15.024079322814941, -14.362812995910645]","[0.0016310681821778417, 0.0056937700137495995]"
evc,chunk_70_74,70,5,4,dct,"[""dct"", ""tv2""]","[-19.201820373535156, -19.376506805419922]","[0.009769521653652191, 0.020651642233133316]"
evc,chunk_70_74,70,5,5,dct,"[""dct"", ""tv2""]","[-16.91481590270996, -18.613780975341797]","[0.0024307160638272762, 0.008324154652655125]"
evc,chunk_70_74,70,5,6,tv2,"[""dct"", ""tv2""]","[-13.726943016052246, -13.566007614135742]","[0.0014240613672882318, 0.003181110369041562]"
evc,chunk_70_74,70,5,7,tv2,"[""dct"", ""tv2""]","[-21.005786895751953, -19.330896377563477]","[0.008873365819454193, 0.017398735508322716]"
evc,chunk_70_74,70,5,8,tv2,"[""dct"", ""tv2""]","[-20.235492706298828, -19.18626594543457]","[0.008651502430438995, 0.014915484935045242]"
evc,chunk_70_74,71,0,1,phys,"[""phys"", ""robust""]","[-9.948567390441895, -10.13597297668457]","[9.022915764944628e-05, 0.0006135443109087646]"
evc,chunk_70_74,71,0,2,robust,"[""phys"", ""robust""]","[-9.96412181854248, -9.75992202758789]","[0.00011143081792397425, 0.00039989702054299414]"
evc,chunk_70_74,71,0,3,robust,"[""phys"", ""robust""]","[-10.195358276367188, -10.183520317077637]","[0.0002530483470764011, 0.007252178154885769]"
evc,chunk_70_74,71,0,4,phys,"[""phys"", ""robust""]","[-9.785765647888184, -9.85676097869873]","[0.00013170653255656362, 0.010178178548812866]"
evc,chunk_70_74,71,0,5,phys,"[""phys"", ""robust""]","[-9.365365982055664, -9.629605293273926]","[5.063923163106665e-05, 0.0002747104736045003]"
evc,chunk_70_74,71,0,6,phys,"[""phys"", ""robust""]","[-9.566390037536621, -9.691559791564941]","[6.390799535438418e-05, 0.001059210393577814]"
evc,chunk_70_74,71,0,7,phys,"[""phys"", ""robust""]","[-9.325553894042969, -9.621431350708008]","[4.6369739720830694e-05, 0.00013770576333627105]"
evc,chunk_70_74,71,0,8,phys,"[""phys"", ""robust""]","[-9.470349311828613, -9.70193099975586]","[5.901696204091422e-05, 0.00018688988348003477]"
evc,chunk_70_74,71,1,1,prox_tv,"[""conv"", ""prox_tv""]","[-10.293562889099121, -9.900262832641602]","[0.00013395310088526458, 8.476668881485239e-05]"
evc,chunk_70_74,71,1,2,conv,"[""conv"", ""prox_tv""]","[-9.819785118103027, -10.274277687072754]","[0.00015189881378319114, 0.0001892996660899371]"
evc,chunk_70_74,71,1,3,conv,"[""conv"", ""prox_tv""]","[-9.35990047454834, -9.863814353942871]","[6.847026088507846e-05, 7.934547465993091e-05]"
evc,chunk_70_74,71,1,4,prox_tv,"[""conv"", ""prox_tv""]","[-10.096785545349121, -9.76547908782959]","[0.00020082730043213814, 0.00013765892072115093]"
evc,chunk_70_74,71,1,5,prox_tv,"[""conv"", ""prox_tv""]","[-10.043835639953613, -9.30656909942627]","[0.00014635779371019453, 6.432411464629695e-05]"
evc,chunk_70_74,71,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-9.884693145751953, -9.381468772888184]","[0.00011945968435611576, 6.838933768449351e-05]"
evc,chunk_70_74,71,1,7,prox_tv,"[""conv"", ""prox_tv""]","[-9.702140808105469, -9.497262954711914]","[6.326883885776624e-05, 5.78022409172263e-05]"
evc,chunk_70_74,71,1,8,prox_tv,"[""conv"", ""prox_tv""]","[-9.608057975769043, -9.391485214233398]","[7.875826850067824e-05, 7.142029789974913e-05]"
evc,chunk_70_74,71,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-10.02003002166748, -11.052063941955566, -12.4380521774292]","[9.970472456188872e-05, 0.00036196818109601736, 0.0978052020072937]"
evc,chunk_70_74,71,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.681628227233887, -10.664971351623535, -12.242571830749512]","[0.00010111895244335756, 0.0002868214505724609, 0.0910579264163971]"
evc,chunk_70_74,71,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.83726978302002, -10.809887886047363, -12.333599090576172]","[0.000125650578411296, 0.0002738876501098275, 0.08928680419921875]"
evc,chunk_70_74,71,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.136014938354492, -10.4099702835083, -12.082289695739746]","[5.1558414270402864e-05, 0.0003152472199872136, 0.09654420614242554]"
evc,chunk_70_74,71,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.116865158081055, -10.339775085449219, -11.8583345413208]","[5.585670442087576e-05, 0.0002751724678091705, 0.0892069935798645]"
evc,chunk_70_74,71,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.215680122375488, -10.439581871032715, -11.94737720489502]","[6.68241991661489e-05, 0.0002917120873462409, 0.09004119038581848]"
evc,chunk_70_74,71,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-8.947778701782227, -10.537131309509277, -12.305032730102539]","[3.330038089188747e-05, 0.0003156042075715959, 0.09405983984470367]"
evc,chunk_70_74,71,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.046277046203613, -10.393921852111816, -12.081927299499512]","[4.476512549445033e-05, 0.0002873679914046079, 0.09695730358362198]"
evc,chunk_70_74,71,3,1,had,"[""dct"", ""had""]","[-10.716736793518066, -10.28514575958252]","[0.00013630407920572907, 0.00010308473429176956]"
evc,chunk_70_74,71,3,2,dct,"[""dct"", ""had""]","[-9.625969886779785, -10.606040000915527]","[0.0001025290839606896, 0.00016207419685088098]"
evc,chunk_70_74,71,3,3,had,"[""dct"", ""had""]","[-9.604548454284668, -9.36074447631836]","[7.56441950215958e-05, 5.747800969402306e-05]"
evc,chunk_70_74,71,3,4,dct,"[""dct"", ""had""]","[-9.375082015991211, -10.537110328674316]","[9.473582031205297e-05, 0.00013321776350494474]"
evc,chunk_70_74,71,3,5,had,"[""dct"", ""had""]","[-10.013827323913574, -9.120739936828613]","[0.00010764176113298163, 3.320628093206324e-05]"
evc,chunk_70_74,71,3,6,dct,"[""dct"", ""had""]","[-9.319073677062988, -10.301761627197266]","[7.741800072835758e-05, 0.0002239593886770308]"
evc,chunk_70_74,71,3,7,dct,"[""dct"", ""had""]","[-9.064166069030762, -10.395881652832031]","[3.774963261093944e-05, 0.00016459448670502752]"
evc,chunk_70_74,71,3,8,dct,"[""dct"", ""had""]","[-9.21289348602295, -10.200457572937012]","[4.60555347672198e-05, 9.273877367377281e-05]"
evc,chunk_70_74,71,4,1,huber,"[""tv2"", ""huber""]","[-10.692559242248535, -10.20901870727539]","[0.0003542757476679981, 0.00018933894170913845]"
evc,chunk_70_74,71,4,2,huber,"[""tv2"", ""huber""]","[-9.332770347595215, -9.3029146194458]","[0.0002226778888143599, 0.00014717857993673533]"
evc,chunk_70_74,71,4,3,huber,"[""tv2"", ""huber""]","[-9.634592056274414, -9.628960609436035]","[0.00037272024201229215, 0.00021152665431145579]"
evc,chunk_70_74,71,4,4,huber,"[""tv2"", ""huber""]","[-9.518359184265137, -9.45804214477539]","[0.00038970939931459725, 0.0001865416270447895]"
evc,chunk_70_74,71,4,5,huber,"[""tv2"", ""huber""]","[-9.707144737243652, -9.507445335388184]","[0.0004197460366412997, 0.00016999812214635313]"
evc,chunk_70_74,71,4,6,huber,"[""tv2"", ""huber""]","[-9.65969181060791, -9.46605110168457]","[0.0003552655689418316, 0.0001650639169383794]"
evc,chunk_70_74,71,4,7,huber,"[""tv2"", ""huber""]","[-10.010838508605957, -9.698424339294434]","[0.00046623137313872576, 0.0002511106722522527]"
evc,chunk_70_74,71,4,8,huber,"[""tv2"", ""huber""]","[-9.849457740783691, -9.538589477539062]","[0.00032043192186392844, 0.00019222030823584646]"
evc,chunk_75_79,75,0,1,phys,"[""phys"", ""robust""]","[-12.691885948181152, -13.02077579498291]","[0.00047621229896321893, 0.0027358043007552624]"
evc,chunk_75_79,75,0,2,phys,"[""phys"", ""robust""]","[-12.052844047546387, -12.453837394714355]","[0.0003986441297456622, 0.0028960425406694412]"
evc,chunk_75_79,75,0,3,phys,"[""phys"", ""robust""]","[-12.237593650817871, -12.516169548034668]","[0.00040338802500627935, 0.007470083422958851]"
evc,chunk_75_79,75,0,4,phys,"[""phys"", ""robust""]","[-12.909174919128418, -12.982697486877441]","[0.0009425115422345698, 0.010521361604332924]"
evc,chunk_75_79,75,0,5,phys,"[""phys"", ""robust""]","[-12.576800346374512, -12.953359603881836]","[0.00030638015596196055, 0.0032889791764318943]"
evc,chunk_75_79,75,0,6,robust,"[""phys"", ""robust""]","[-13.31747055053711, -12.855710983276367]","[0.0004074656462762505, 0.0010413761483505368]"
evc,chunk_75_79,75,0,7,phys,"[""phys"", ""robust""]","[-13.46519947052002, -13.838704109191895]","[0.00045259439502842724, 0.01297339703887701]"
evc,chunk_75_79,75,0,8,phys,"[""phys"", ""robust""]","[-13.555021286010742, -13.900444984436035]","[0.0004955018521286547, 0.012244898825883865]"
evc,chunk_75_79,75,1,1,conv,"[""conv"", ""prox_tv""]","[-12.121987342834473, -12.599504470825195]","[0.00039981945883482695, 0.0006025822949595749]"
evc,chunk_75_79,75,1,2,prox_tv,"[""conv"", ""prox_tv""]","[-13.5066499710083, -12.603535652160645]","[0.0008774641901254654, 0.0007841070182621479]"
evc,chunk_75_79,75,1,3,conv,"[""conv"", ""prox_tv""]","[-12.71013355255127, -13.199549674987793]","[0.00045526979374699295, 0.0005420009256340563]"
evc,chunk_75_79,75,1,4,prox_tv,"[""conv"", ""prox_tv""]","[-13.99865436553955, -13.51941204071045]","[0.0006175132002681494, 0.0004138510557822883]"
evc,chunk_75_79,75,1,5,prox_tv,"[""conv"", ""prox_tv""]","[-14.16489315032959, -13.71651554107666]","[0.0005366247496567667, 0.00043332911445759237]"
evc,chunk_75_79,75,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-15.071020126342773, -15.033038139343262]","[0.0004708296328317374, 0.0007085793185979128]"
evc,chunk_75_79,75,1,7,prox_tv,"[""conv"", ""prox_tv""]","[-14.818724632263184, -14.20289421081543]","[0.0008736176532693207, 0.00047876962344162166]"
evc,chunk_75_79,75,1,8,prox_tv,"[""conv"", ""prox_tv""]","[-15.204082489013672, -14.461631774902344]","[0.001346375560387969, 0.0003933891421183944]"
evc,chunk_75_79,75,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.606884956359863, -13.10703182220459, -15.081316947937012]","[0.00039963991730473936, 0.0016479508485645056, 0.6743850708007812]"
evc,chunk_75_79,75,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.033734321594238, -14.706109046936035, -17.455583572387695]","[0.000373153859982267, 0.0012599097099155188, 0.6511270403862]"
evc,chunk_75_79,75,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.184377670288086, -14.730916023254395, -17.417692184448242]","[0.00042008678428828716, 0.0012127476511523128, 0.5817101001739502]"
evc,chunk_75_79,75,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-14.007060050964355, -14.799429893493652, -17.852760314941406]","[0.000514249608386308, 0.0013631581095978618, 0.6980392336845398]"
evc,chunk_75_79,75,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.431772232055664, -14.860201835632324, -17.7211856842041]","[0.00033051084028556943, 0.001460633589886129, 0.5702256560325623]"
evc,chunk_75_79,75,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-14.065035820007324, -15.097782135009766, -18.607654571533203]","[0.00033225485822185874, 0.0018658398184925318, 0.738785445690155]"
evc,chunk_75_79,75,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-14.283685684204102, -15.168469429016113, -18.821247100830078]","[0.000552517652977258, 0.0016095290193334222, 0.7030619978904724]"
evc,chunk_75_79,75,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.966670989990234, -15.327345848083496, -18.513734817504883]","[0.000368075241567567, 0.0018855335656553507, 0.5669665932655334]"
evc,chunk_75_79,75,3,1,dct,"[""dct"", ""had""]","[-12.311189651489258, -12.711540222167969]","[0.00045991555089131, 0.0007027728133834898]"
evc,chunk_75_79,75,3,2,had,"[""dct"", ""had""]","[-13.196125030517578, -12.583152770996094]","[0.0005813287571072578, 0.00026471953606233]"
evc,chunk_75_79,75,3,3,had,"[""dct"", ""had""]","[-16.75489044189453, -16.18500328063965]","[0.0020712530240416527, 0.000995356123894453]"
evc,chunk_75_79,75,3,4,had,"[""dct"", ""had""]","[-17.662857055664062, -15.899943351745605]","[0.0011852546595036983, 0.00038323536864481866]"
evc,chunk_75_79,75,3,5,had,"[""dct"", ""had""]","[-19.622974395751953, -17.899757385253906]","[0.015548484399914742, 0.001498035853728652]"
evc,chunk_75_79,75,3,6,dct,"[""dct"", ""had""]","[-19.552989959716797, -19.71406364440918]","[0.003836868330836296, 0.0025996235199272633]"
evc,chunk_75_79,75,3,7,dct,"[""dct"", ""had""]","[-16.713401794433594, -17.716106414794922]","[0.00047263651504181325, 0.0009727451833896339]"
evc,chunk_75_79,75,3,8,dct,"[""dct"", ""had""]","[-16.940046310424805, -18.019428253173828]","[0.0008682571933604777, 0.0017108869506046176]"
evc,chunk_75_79,75,4,1,huber,"[""tv2"", ""huber""]","[-12.789860725402832, -12.316475868225098]","[0.0016409903764724731, 0.0011019553057849407]"
evc,chunk_75_79,75,4,2,tv2,"[""tv2"", ""huber""]","[-16.685136795043945, -17.404037475585938]","[0.0024628008250147104, 0.0024564750492572784]"
evc,chunk_75_79,75,4,3,huber,"[""tv2"", ""huber""]","[-16.676485061645508, -16.53507423400879]","[0.0026035350747406483, 0.0011138322297483683]"
evc,chunk_75_79,75,4,4,huber,"[""tv2"", ""huber""]","[-17.425994873046875, -16.668222427368164]","[0.0044944374822080135, 0.0015381256816908717]"
evc,chunk_75_79,75,4,5,huber,"[""tv2"", ""huber""]","[-16.46898078918457, -16.260974884033203]","[0.003296630224213004, 0.0016469686524942517]"
evc,chunk_75_79,75,4,6,huber,"[""tv2"", ""huber""]","[-17.18457794189453, -16.809669494628906]","[0.002886979840695858, 0.0017421441152691841]"
evc,chunk_75_79,75,4,7,tv2,"[""tv2"", ""huber""]","[-16.068588256835938, -16.0737361907959]","[0.002666347660124302, 0.001319716451689601]"
evc,chunk_75_79,75,4,8,tv2,"[""tv2"", ""huber""]","[-16.220972061157227, -16.69101905822754]","[0.002267444273456931, 0.0012547533260658383]"
evc,chunk_75_79,75,5,1,dct,"[""dct"", ""tv2""]","[-12.358656883239746, -12.895919799804688]","[0.0004889903357252479, 0.001985978800803423]"
evc,chunk_75_79,75,5,2,tv2,"[""dct"", ""tv2""]","[-13.217806816101074, -12.956475257873535]","[0.0008619416039437056, 0.00136088696308434]"
evc,chunk_75_79,75,5,3,dct,"[""dct"", ""tv2""]","[-17.660564422607422, -19.794116973876953]","[0.00068815634585917, 0.05605930835008621]"
evc,chunk_75_79,75,5,4,dct,"[""dct"", ""tv2""]","[-17.27159881591797, -17.546405792236328]","[0.000544210895895958, 0.0030479631386697292]"
evc,chunk_75_79,75,5,5,tv2,"[""dct"", ""tv2""]","[-17.5991268157959, -17.26795196533203]","[0.0009023290476761758, 0.0024605339858680964]"
evc,chunk_75_79,75,5,6,tv2,"[""dct"", ""tv2""]","[-18.703344345092773, -16.334346771240234]","[0.004341034684330225, 0.0017106527229771018]"
evc,chunk_75_79,75,5,7,tv2,"[""dct"", ""tv2""]","[-18.470104217529297, -17.162776947021484]","[0.0013332752278074622, 0.002105971798300743]"
evc,chunk_75_79,75,5,8,dct,"[""dct"", ""tv2""]","[-16.884523391723633, -17.260095596313477]","[0.0009730203892104328, 0.003734035650268197]"
evc,chunk_75_79,76,0,1,phys,"[""phys"", ""robust""]","[-12.96613597869873, -13.441886901855469]","[0.0005560932331718504, 0.005995204672217369]"
